,Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales Price,Quantity,Discount,Profit,Order ID Year,Days to Ship,Customer Name Masked,Original Price,Total Revenue,Total Profit,Discount Price,Total Discount,Shipping Urgency,Days Last Order,Overall Revenue Generated,Overall Quantity Sold,Overall Discount Given,Ship Category,Discounted Price
2061,4168,CA-2014-157924,2014-11-10,2014-11-10,First Class,HA-14920,Consumer,United States,Pasadena,California,91104,West,OFF-ST-10002352,Office Supplies,Storage,Iris Project Case,31.92,4,0.0,8.2992,2014,0,HA,31.92,127.68,33.1968,0.0,0.0,Immediate,2806,7546.003999999999,37,0.8,,31.92
2062,4170,CA-2015-100216,2015-04-13,2015-04-14,First Class,HJ-14875,Home Office,United States,Mesa,Arizona,85204,West,OFF-PA-10000788,Office Supplies,Paper,Xerox 210,31.104,6,0.2,10.8864,2015,1,HJ,38.879999999999995,186.624,65.3184,7.776,46.656,Urgent,2881,981.844,18,0.4,1-5 Days,31.103999999999996
2063,4172,CA-2017-100601,2017-11-16,2017-11-20,Standard Class,JK-15370,Consumer,United States,Fresno,California,93727,West,OFF-ST-10002486,Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins,48.86,7,0.0,0.9772,2017,4,JK,48.86,342.02,6.8404,0.0,0.0,Standard,2799,8195.405999999999,38,0.9,1-5 Days,48.86
2064,4173,CA-2016-152163,2016-01-07,2016-01-07,Same Day,JF-15355,Consumer,United States,Columbia,South Carolina,29203,South,OFF-BI-10002215,Office Supplies,Binders,"Wilson Jones Hanging View Binder, White, 1""",14.2,2,0.0,6.532,2016,0,JF,14.2,28.4,13.064,0.0,0.0,Immediate,2860,2410.696,28,0.2,,14.2
2065,4176,CA-2015-154340,2015-11-29,2015-11-30,First Class,EK-13795,Home Office,United States,Santa Ana,California,92704,West,OFF-AR-10003582,Office Supplies,Art,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",56.3,2,0.0,15.764,2015,1,EK,56.3,112.6,31.528,0.0,0.0,Urgent,2799,12240.316,18,0.35,1-5 Days,56.3
2067,4179,CA-2016-148593,2016-06-16,2016-06-18,Second Class,BD-11320,Consumer,United States,Los Angeles,California,90045,West,OFF-PA-10001776,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",46.35,5,0.0,21.7845,2016,2,BD,46.35,231.75,108.92250000000001,0.0,0.0,Urgent,2781,29779.633,53,1.3,1-5 Days,46.35
2068,4180,US-2017-119039,2017-06-03,2017-10-03,Standard Class,BF-11170,Home Office,United States,San Francisco,California,94109,West,OFF-BI-10004182,Office Supplies,Binders,Economy Binders,14.976,9,0.2,5.4288,2017,122,BF,18.72,134.78400000000002,48.8592,3.7439999999999998,33.696,Standard,2771,7870.202,39,1.6,31+ Days,14.975999999999999
2069,4181,CA-2017-128426,2017-07-10,2017-11-10,Standard Class,JK-15730,Consumer,United States,Houston,Texas,77036,Central,OFF-BI-10000756,Office Supplies,Binders,Storex DuraTech Recycled Plastic Frosted Binders,4.24,5,0.8,-6.36,2017,123,JK,21.200000000000006,21.200000000000003,-31.8,16.960000000000004,84.80000000000003,Standard,2847,11479.738000000001,36,3.85,31+ Days,4.240000000000002
2071,4185,CA-2016-143749,2016-05-12,2016-07-12,First Class,AG-10300,Corporate,United States,Franklin,Massachusetts,02038,East,FUR-BO-10002853,Furniture,Bookcases,O'Sullivan 5-Shelf Heavy-Duty Bookcases,81.94,1,0.0,20.485,2016,61,AG,81.94,81.94,20.485,0.0,0.0,Standard,3051,909.02,10,0.2,31+ Days,81.94
2072,4186,CA-2016-111493,2016-10-21,2016-10-22,First Class,CM-12160,Consumer,United States,Baltimore,Maryland,21215,East,TEC-AC-10004510,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,98.16,6,0.0,9.816,2016,1,CM,98.16,588.96,58.896,0.0,0.0,Urgent,2825,13334.197999999999,20,1.5,1-5 Days,98.16
2073,4187,CA-2017-112536,2017-05-18,2017-05-23,Standard Class,SG-20890,Corporate,United States,Mcallen,Texas,78501,Central,OFF-BI-10003712,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",6.874,7,0.8,-10.6547,2017,5,SG,34.370000000000005,48.117999999999995,-74.5829,27.496000000000006,192.47200000000004,Standard,2981,139.914,14,1.0,1-5 Days,6.873999999999999
2074,4190,CA-2016-157714,2016-09-26,2016-09-26,Second Class,CS-12175,Corporate,United States,Iowa City,Iowa,52240,Central,OFF-PA-10004022,Office Supplies,Paper,Hammermill Color Copier Paper (28Lb. and 96 Bright),9.99,1,0.0,4.4955,2016,0,CS,9.99,9.99,4.4955,0.0,0.0,Immediate,2780,2296.8,20,0.8999999999999999,,9.99
2076,4192,CA-2015-129392,2015-08-07,2015-08-07,Same Day,DM-13015,Consumer,United States,Houston,Texas,77070,Central,OFF-PA-10004248,Office Supplies,Paper,Xerox 1990,21.12,5,0.2,6.6,2015,0,DM,26.4,105.60000000000001,33.0,5.28,26.400000000000002,Immediate,2823,9604.131000000001,36,2.7,,21.119999999999997
2078,4195,CA-2015-154200,2015-06-18,2015-06-22,Standard Class,BG-11740,Consumer,United States,San Diego,California,92105,West,OFF-AR-10001044,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black",51.98,2,0.0,15.0742,2015,4,BG,51.98,103.96,30.1484,0.0,0.0,Standard,3012,2459.048,17,0.8,1-5 Days,51.98
2079,4196,CA-2016-124233,2016-08-04,2016-08-04,Standard Class,CK-12595,Consumer,United States,Los Angeles,California,90032,West,FUR-FU-10002597,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",24.7,5,0.0,10.374,2016,0,CK,24.7,123.5,51.870000000000005,0.0,0.0,Immediate,2798,6861.682,56,1.6,,24.7
2080,4197,US-2015-134271,2015-04-18,2015-04-23,Second Class,RF-19735,Consumer,United States,New York City,New York,10024,East,OFF-LA-10004093,Office Supplies,Labels,Avery 486,21.93,3,0.0,10.3071,2015,5,RF,21.93,65.78999999999999,30.921300000000002,0.0,0.0,Standard,2909,3686.0879999999997,21,0.2,1-5 Days,21.93
2082,4200,CA-2015-143105,2015-10-12,2015-10-12,Same Day,MA-17560,Home Office,United States,New York City,New York,10024,East,OFF-LA-10004093,Office Supplies,Labels,Avery 486,7.31,1,0.0,3.4357,2015,0,MA,7.31,7.31,3.4357,0.0,0.0,Immediate,2819,6449.1320000000005,39,1.6,,7.31
2083,4204,CA-2014-145387,2014-10-31,2014-11-02,Second Class,AM-10705,Consumer,United States,Cranston,Rhode Island,02920,East,OFF-AR-10001683,Office Supplies,Art,Lumber Crayons,49.25,5,0.0,18.715,2014,2,AM,49.25,246.25,93.575,0.0,0.0,Urgent,2917,6818.582,37,1.0999999999999999,1-5 Days,49.25
2084,4211,CA-2017-109715,2017-09-12,2017-12-14,Standard Class,AH-10585,Consumer,United States,Chicago,Illinois,60623,Central,OFF-PA-10004965,Office Supplies,Paper,Xerox 1921,15.984,2,0.2,4.995,2017,93,AH,19.98,31.968,9.99,3.9960000000000004,7.992000000000001,Standard,2864,703.888,12,0.4,31+ Days,15.984
2085,4212,CA-2014-166457,2014-05-05,2014-05-09,Second Class,PF-19120,Consumer,United States,Richmond,Kentucky,40475,South,OFF-PA-10003016,Office Supplies,Paper,"Adams ""While You Were Out"" Message Pads",9.42,3,0.0,4.239,2014,4,PF,9.42,28.259999999999998,12.716999999999999,0.0,0.0,Standard,3590,3827.88,18,1.0,1-5 Days,9.42
2086,4215,CA-2016-164637,2016-04-03,2016-08-03,Standard Class,RD-19480,Consumer,United States,Mishawaka,Indiana,46544,Central,OFF-BI-10003876,Office Supplies,Binders,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",128.4,3,0.0,64.2,2016,122,RD,128.4,385.20000000000005,192.60000000000002,0.0,0.0,Standard,2827,2118.226,22,1.2000000000000002,31+ Days,128.4
2087,4216,CA-2014-103590,2014-11-30,2014-12-04,Standard Class,JL-15505,Consumer,United States,Mount Vernon,New York,10550,East,OFF-EN-10004007,Office Supplies,Envelopes,Park Ridge Embossed Executive Business Envelopes,62.28,4,0.0,29.2716,2014,4,JL,62.28,249.12,117.0864,0.0,0.0,Standard,2804,4970.052,22,0.6000000000000001,1-5 Days,62.28
2088,4217,CA-2015-111234,2015-02-18,2015-02-22,Standard Class,AB-10600,Corporate,United States,Los Angeles,California,90004,West,OFF-LA-10002271,Office Supplies,Labels,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,9.24,3,0.0,4.4352,2015,4,AB,9.24,27.72,13.3056,0.0,0.0,Standard,2835,671.7280000000001,24,1.7,1-5 Days,9.24
2090,4220,CA-2017-134565,2017-11-06,2017-11-06,Second Class,TB-21400,Consumer,United States,Seattle,Washington,98103,West,OFF-PA-10004243,Office Supplies,Paper,Xerox 1939,37.94,2,0.0,18.2112,2017,0,TB,37.94,75.88,36.4224,0.0,0.0,Immediate,2809,28910.374,21,0.4,,37.94
2091,4225,CA-2016-108644,2016-09-30,2016-09-30,First Class,SJ-20215,Consumer,United States,Quincy,Illinois,62301,Central,OFF-BI-10000343,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",1.964,2,0.8,-3.2406,2016,0,SJ,9.820000000000002,3.928,-6.4812,7.856000000000002,15.712000000000003,Immediate,2891,3625.042,21,2.4,,1.9640000000000004
2092,4226,US-2014-102631,2014-12-13,2014-12-17,Standard Class,EB-13840,Corporate,United States,Chicago,Illinois,60623,Central,FUR-FU-10003930,Furniture,Furnishings,Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock,94.428,3,0.6,-42.4926,2014,4,EB,236.07,283.284,-127.4778,141.642,424.926,Standard,3109,29485.584,28,0.6,1-5 Days,94.428
2093,4227,CA-2017-120327,2017-11-11,2017-11-16,Standard Class,WB-21850,Consumer,United States,Urbandale,Iowa,50322,Central,OFF-FA-10004854,Office Supplies,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",45.92,4,0.0,21.5824,2017,5,WB,45.92,183.68,86.3296,0.0,0.0,Standard,2804,12795.66,40,3.6,1-5 Days,45.92
2094,4228,CA-2015-154970,2015-05-01,2015-10-01,Standard Class,SR-20740,Home Office,United States,Seattle,Washington,98103,West,FUR-CH-10003396,Furniture,Chairs,Global Deluxe Steno Chair,61.584,1,0.2,-6.9282,2015,153,SR,76.98,61.584,-6.9282,15.396,15.396,Standard,2951,21528.260000000002,32,0.4,31+ Days,61.584
2095,4229,CA-2016-113803,2016-03-24,2016-03-26,First Class,VG-21805,Corporate,United States,Richmond,Indiana,47374,Central,OFF-PA-10001994,Office Supplies,Paper,"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size",22.48,1,0.0,10.3408,2016,2,VG,22.48,22.48,10.3408,0.0,0.0,Urgent,3041,1104.164,14,0.4,1-5 Days,22.48
2097,4235,CA-2014-168823,2014-09-21,2014-09-24,First Class,MA-17560,Home Office,United States,Philadelphia,Pennsylvania,19143,East,OFF-PA-10004000,Office Supplies,Paper,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",11.352,3,0.2,4.1151,2014,3,MA,14.19,34.056,12.3453,2.838,8.514,Urgent,2819,6449.1320000000005,39,1.6,1-5 Days,11.352
2098,4237,CA-2016-162404,2016-07-23,2016-07-27,Standard Class,NF-18475,Home Office,United States,Rockford,Illinois,61107,Central,OFF-BI-10000948,Office Supplies,Binders,"GBC Laser Imprintable Binding System Covers, Desert Sand",11.416,4,0.8,-18.8364,2016,4,NF,57.08000000000001,45.664,-75.3456,45.664000000000016,182.65600000000006,Standard,3280,1136.67,13,1.0,1-5 Days,11.415999999999997
2099,4238,CA-2017-104024,2017-08-29,2017-08-29,Second Class,MD-17860,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-AR-10001972,Office Supplies,Art,Newell 323,9.408,7,0.2,0.7056,2017,0,MD,11.759999999999998,65.856,4.9392,2.352,16.464,Immediate,2791,7837.6,30,1.5,,9.407999999999998
2100,4239,CA-2017-147144,2017-03-26,2017-03-28,First Class,MZ-17335,Home Office,United States,Seattle,Washington,98105,West,OFF-AR-10004587,Office Supplies,Art,"Boston 1827 Commercial Additional Cutter, Drive Gear & Gear Rack for 1606",19.83,1,0.0,5.949,2017,2,MZ,19.83,19.83,5.949,0.0,0.0,Urgent,2785,103.728,6,0.2,1-5 Days,19.83
2102,4241,CA-2014-133704,2014-09-20,2014-09-26,Standard Class,MA-17995,Home Office,United States,Los Angeles,California,90004,West,OFF-AP-10001366,Office Supplies,Appliances,Staple holder,43.92,4,0.0,11.8584,2014,6,MA,43.92,175.68,47.4336,0.0,0.0,Standard,2941,7886.222000000001,23,0.30000000000000004,6-30 Days,43.92
2103,4243,CA-2016-159142,2016-04-04,2016-05-04,First Class,ME-17320,Home Office,United States,Springfield,Virginia,22153,South,TEC-PH-10001448,Technology,Phones,Anker Astro 15000mAh USB Portable Charger,149.97,3,0.0,5.9988,2016,30,ME,149.97,449.90999999999997,17.9964,0.0,0.0,Standard,2779,51929.002,42,2.2,6-30 Days,149.97
2104,4245,CA-2014-138436,2014-03-26,2014-03-30,Standard Class,JD-15895,Corporate,United States,Los Angeles,California,90036,West,TEC-AC-10002323,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,66.3,3,0.0,8.619,2014,4,JD,66.3,198.89999999999998,25.857,0.0,0.0,Standard,3180,24256.206000000002,47,0.7000000000000001,1-5 Days,66.3
2105,4246,CA-2017-117702,2017-11-28,2017-11-28,Standard Class,LS-16975,Home Office,United States,Baltimore,Maryland,21215,East,OFF-AR-10004582,Office Supplies,Art,BIC Brite Liner Grip Highlighters,1.64,1,0.0,0.738,2017,0,LS,1.64,1.64,0.738,0.0,0.0,Immediate,2774,2585.3160000000003,23,2.6,,1.64
2106,4249,CA-2016-157336,2016-01-12,2016-05-12,Second Class,SJ-20500,Consumer,United States,Fairfield,Connecticut,06824,East,OFF-BI-10004236,Office Supplies,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",88.08,6,0.0,40.5168,2016,121,SJ,88.08,528.48,243.10080000000002,0.0,0.0,Standard,3008,2569.216,25,0.8,31+ Days,88.08
2108,4252,CA-2015-155068,2015-10-23,2015-10-23,Same Day,RA-19285,Consumer,United States,Lakeland,Florida,33801,South,TEC-PH-10004897,Technology,Phones,Mediabridge Sport Armband iPhone 5s,55.944,7,0.2,-13.2867,2015,0,RA,69.92999999999999,391.608,-93.0069,13.985999999999999,97.90199999999999,Immediate,2760,9671.77,36,2.0,,55.943999999999996
2109,4255,CA-2017-163160,2017-10-13,2017-10-16,First Class,TS-21610,Consumer,United States,Freeport,Illinois,61032,Central,OFF-PA-10003127,Office Supplies,Paper,Easy-staple paper,63.312,3,0.2,20.5764,2017,3,TS,79.13999999999999,189.93599999999998,61.7292,15.827999999999998,47.483999999999995,Urgent,2779,15336.800000000003,28,2.5,1-5 Days,63.31199999999999
2110,4258,CA-2015-101924,2015-04-09,2015-09-09,Standard Class,KB-16585,Corporate,United States,Medford,Oregon,97504,West,OFF-BI-10000962,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",9.762,2,0.7,-6.8334,2015,153,KB,32.54,19.524,-13.6668,22.778,45.556,Standard,2782,16087.744,62,1.5,31+ Days,9.762
2111,4259,CA-2016-124793,2016-03-14,2016-03-16,First Class,MM-18280,Corporate,United States,Seattle,Washington,98103,West,FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",196.784,2,0.2,-22.1382,2016,2,MM,245.98,393.568,-44.2764,49.196,98.392,Urgent,2840,1235.582,21,1.3,1-5 Days,196.784
2112,4260,CA-2017-118367,2017-10-28,2017-10-28,Second Class,LO-17170,Corporate,United States,New York City,New York,10035,East,OFF-EN-10004386,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",47.98,2,0.0,23.99,2017,0,LO,47.98,95.96,47.98,0.0,0.0,Immediate,2757,2709.35,22,0.8,,47.98
2113,4261,CA-2017-164819,2017-10-15,2017-10-19,Second Class,RS-19420,Corporate,United States,Fairfield,Connecticut,06824,East,OFF-LA-10001045,Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,13.05,5,0.0,6.003,2017,4,RS,13.05,65.25,30.015,0.0,0.0,Standard,2831,2757.6,17,0.0,1-5 Days,13.05
2114,4262,CA-2017-158344,2017-07-08,2017-11-08,Standard Class,CC-12475,Consumer,United States,Moorhead,Minnesota,56560,Central,TEC-AC-10002006,Technology,Accessories,Memorex Micro Travel Drive 16 GB,63.96,4,0.0,19.8276,2017,123,CC,63.96,255.84,79.3104,0.0,0.0,Standard,2794,2555.9719999999998,26,0.6000000000000001,31+ Days,63.96
2115,4263,CA-2017-123351,2017-09-21,2017-09-25,Standard Class,KT-16480,Consumer,United States,Columbus,Georgia,31907,South,OFF-AP-10001242,Office Supplies,Appliances,APC 7 Outlet Network SurgeArrest Surge Protector,80.48,1,0.0,24.144,2017,4,KT,80.48,80.48,24.144,0.0,0.0,Standard,2855,14916.0684,26,1.52,1-5 Days,80.48
2116,4264,CA-2017-110429,2017-03-11,2017-08-11,Standard Class,DM-13015,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-BI-10000216,Office Supplies,Binders,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",11.673,3,0.7,-7.782,2017,153,DM,38.91,35.019,-23.346,27.236999999999995,81.71099999999998,Standard,2823,9604.131000000001,36,2.7,31+ Days,11.673000000000002
2121,4273,US-2017-158505,2017-07-21,2017-07-21,Same Day,SF-20200,Consumer,United States,Murray,Utah,84107,West,TEC-PH-10004071,Technology,Phones,PayAnywhere Card Reader,71.928,9,0.2,6.2937,2017,0,SF,89.91,647.352,56.6433,17.982,161.838,Immediate,2880,4856.814,49,1.3,,71.928
2122,4275,CA-2015-142692,2015-10-23,2015-10-28,Standard Class,AG-10495,Corporate,United States,Seattle,Washington,98105,West,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,3.592,1,0.2,1.1225,2015,5,AG,4.49,3.592,1.1225,0.8980000000000001,0.8980000000000001,Standard,2833,7176.335999999999,39,1.2000000000000002,1-5 Days,3.592
2124,4277,CA-2017-151358,2017-08-18,2017-08-22,Standard Class,NF-18595,Home Office,United States,Seattle,Washington,98105,West,OFF-ST-10000046,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,323.1,2,0.0,61.389,2017,4,NF,323.1,646.2,122.778,0.0,0.0,Standard,2889,5620.132,29,0.8,1-5 Days,323.1
2126,4281,CA-2014-166989,2014-11-14,2014-11-18,Standard Class,RM-19675,Home Office,United States,New York City,New York,10011,East,OFF-PA-10004470,Office Supplies,Paper,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",11.36,2,0.0,5.2256,2014,4,RM,11.36,22.72,10.4512,0.0,0.0,Standard,2761,28145.732,19,0.2,1-5 Days,11.36
2127,4283,CA-2014-103100,2014-12-20,2014-12-23,First Class,AB-10105,Consumer,United States,Indianapolis,Indiana,46203,Central,OFF-LA-10003720,Office Supplies,Labels,Avery 487,3.69,1,0.0,1.7343,2014,3,AB,3.69,3.69,1.7343,0.0,0.0,Urgent,2796,137272.15699999998,38,1.5,1-5 Days,3.69
2129,4288,CA-2017-127516,2017-12-28,2018-03-01,Standard Class,EH-14005,Home Office,United States,Nashville,Tennessee,37211,South,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,64.784,1,0.2,-12.9568,2017,63,EH,80.98,64.784,-12.9568,16.196,16.196,Standard,2757,2425.928,23,0.8,31+ Days,64.784
2130,4289,US-2015-117184,2015-05-17,2015-05-21,Standard Class,ON-18715,Corporate,United States,Houston,Texas,77095,Central,OFF-BI-10002082,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,33.28,5,0.8,-49.92,2015,4,ON,166.40000000000003,166.4,-249.60000000000002,133.12000000000003,665.6000000000001,Standard,3165,3970.408,31,2.0,1-5 Days,33.28
2131,4291,CA-2017-102407,2017-09-12,2017-12-13,Second Class,AT-10435,Home Office,United States,Los Angeles,California,90004,West,OFF-AR-10000122,Office Supplies,Art,Newell 314,11.16,2,0.0,2.79,2017,92,AT,11.16,22.32,5.58,0.0,0.0,Standard,2864,200.75,16,1.5999999999999999,31+ Days,11.16
2132,4294,CA-2017-130967,2017-10-03,2017-10-03,Standard Class,EB-13870,Consumer,United States,Philadelphia,Pennsylvania,19140,East,TEC-PH-10004896,Technology,Phones,Nokia Lumia 521 (T-Mobile),53.982,3,0.4,-10.7964,2017,0,EB,89.97,161.946,-32.3892,35.988,107.964,Immediate,2843,10228.161,37,3.0,,53.982
2134,4296,CA-2017-169124,2017-03-07,2017-10-07,Standard Class,MB-17305,Consumer,United States,Citrus Heights,California,95610,West,FUR-FU-10001215,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",129.39,3,0.0,54.3438,2017,214,MB,129.39,388.16999999999996,163.03140000000002,0.0,0.0,Standard,2774,3245.522,40,1.8,31+ Days,129.39
2135,4297,CA-2017-117261,2017-04-09,2017-10-09,Standard Class,TH-21235,Corporate,United States,Los Angeles,California,90032,West,OFF-ST-10000419,Office Supplies,Storage,"Rogers Jumbo File, Granite",54.32,4,0.0,0.5432,2017,183,TH,54.32,217.28,2.1728,0.0,0.0,Standard,2901,2180.939,26,1.3,31+ Days,54.32
2137,4303,CA-2014-123253,2014-08-22,2014-08-25,Second Class,DE-13255,Home Office,United States,Lakewood,Ohio,44107,East,OFF-AR-10002804,Office Supplies,Art,Faber Castell Col-Erase Pencils,3.912,1,0.2,1.0269,2014,3,DE,4.89,3.912,1.0269,0.978,0.978,Urgent,3179,6861.958,21,0.4,1-5 Days,3.912
2138,4304,CA-2016-121601,2016-04-10,2016-04-10,Same Day,MO-17500,Consumer,United States,The Colony,Texas,75056,Central,OFF-EN-10003862,Office Supplies,Envelopes,Laser & Ink Jet Business Envelopes,59.752,7,0.2,19.4194,2016,0,MO,74.69,418.264,135.9358,14.938,104.566,Immediate,2827,607.755,12,0.9,,59.751999999999995
2139,4305,CA-2014-162278,2014-10-26,2014-10-30,Second Class,AH-10585,Consumer,United States,Seattle,Washington,98105,West,FUR-FU-10000448,Furniture,Furnishings,Tenex Chairmats For Use With Carpeted Floors,63.92,4,0.0,3.196,2014,4,AH,63.92,255.68,12.784,0.0,0.0,Standard,2864,703.888,12,0.4,1-5 Days,63.92
2140,4307,CA-2016-161095,2016-06-28,2016-06-28,Same Day,CS-12250,Corporate,United States,Los Angeles,California,90032,West,OFF-BI-10002764,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,7.752,3,0.2,2.8101,2016,0,CS,9.69,23.256,8.430299999999999,1.938,5.814,Immediate,2792,3047.244,35,1.2000000000000002,,7.752
2141,4309,CA-2014-125829,2014-04-11,2014-11-11,Standard Class,WB-21850,Consumer,United States,Los Angeles,California,90045,West,TEC-PH-10001079,Technology,Phones,Polycom SoundPoint Pro SE-225 Corded phone,666.344,7,0.2,66.6344,2014,214,WB,832.9300000000001,4664.408,466.44079999999997,166.586,1166.102,Standard,2804,12795.66,40,3.6,31+ Days,666.344
2142,4314,CA-2014-123127,2014-08-09,2014-09-12,Standard Class,SP-20620,Corporate,United States,Long Beach,New York,11561,East,OFF-AP-10001962,Office Supplies,Appliances,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,16.78,2,0.0,4.195,2014,34,SP,16.78,33.56,8.39,0.0,0.0,Standard,2802,5032.72,30,1.1,31+ Days,16.78
2143,4315,CA-2015-115945,2015-06-25,2015-06-25,Standard Class,AB-10165,Consumer,United States,Los Angeles,California,90045,West,OFF-AR-10004062,Office Supplies,Art,Staples in misc. colors,20.96,2,0.0,5.24,2015,0,AB,20.96,41.92,10.48,0.0,0.0,Immediate,2861,1878.528,25,1.1,,20.96
2144,4318,CA-2015-136735,2015-07-26,2015-07-26,Standard Class,HA-14920,Consumer,United States,San Francisco,California,94110,West,OFF-EN-10002230,Office Supplies,Envelopes,Airmail Envelopes,167.86,2,0.0,78.8942,2015,0,HA,167.86,335.72,157.7884,0.0,0.0,Immediate,2806,7546.003999999999,37,0.8,,167.86
2145,4319,US-2017-136189,2017-07-12,2017-11-12,Standard Class,DC-13285,Consumer,United States,Richmond,Virginia,23223,South,FUR-FU-10000175,Furniture,Furnishings,DAX Wood Document Frame.,82.38,6,0.0,25.5378,2017,123,DC,82.38,494.28,153.2268,0.0,0.0,Standard,2926,4587.360000000001,24,0.35,31+ Days,82.38
2146,4320,CA-2014-152345,2014-12-29,2015-03-01,Second Class,ST-20530,Consumer,United States,Albuquerque,New Mexico,87105,West,TEC-PH-10004897,Technology,Phones,Mediabridge Sport Armband iPhone 5s,23.976,3,0.2,-5.6943,2014,62,ST,29.97,71.928,-17.082900000000002,5.994,17.982,Standard,2880,1031.118,24,1.4000000000000001,31+ Days,23.976
2147,4322,US-2015-147662,2015-02-14,2015-02-19,Standard Class,KB-16315,Consumer,United States,Akron,Ohio,44312,East,OFF-BI-10001658,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,14.952,2,0.7,-11.9616,2015,5,KB,49.83999999999999,29.904,-23.9232,34.88799999999999,69.77599999999998,Standard,2873,2109.91,25,1.5,1-5 Days,14.951999999999998
2148,4327,CA-2016-153346,2016-01-25,2016-01-27,First Class,TB-21355,Corporate,United States,Plainfield,New Jersey,07060,East,OFF-AR-10000315,Office Supplies,Art,"Dixon Ticonderoga Maple Cedar Pencil, #2",9.21,3,0.0,2.3025,2016,2,TB,9.21,27.630000000000003,6.907500000000001,0.0,0.0,Urgent,2960,501.91800000000006,11,0.4,1-5 Days,9.21
2149,4329,CA-2017-118360,2017-01-04,2017-07-04,Standard Class,JC-15775,Consumer,United States,New York City,New York,10011,East,OFF-PA-10000791,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",42.93,9,0.0,19.3185,2017,181,JC,42.93,386.37,173.8665,0.0,0.0,Standard,2913,10222.095,43,0.9500000000000001,31+ Days,42.93
2150,4330,CA-2017-149853,2017-03-10,2017-09-10,Standard Class,PO-18850,Consumer,United States,Hialeah,Florida,33012,South,OFF-PA-10000556,Office Supplies,Paper,Xerox 208,15.552,3,0.2,5.4432,2017,184,PO,19.439999999999998,46.656,16.3296,3.888,11.664,Standard,2759,63424.762599999995,44,2.22,31+ Days,15.551999999999998
2151,4332,CA-2017-107909,2017-01-09,2017-06-09,Standard Class,SS-20875,Consumer,United States,Redmond,Washington,98052,West,TEC-AC-10001998,Technology,Accessories,Logitech�LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,19.99,1,0.0,6.7966,2017,151,SS,19.99,19.99,6.7966,0.0,0.0,Standard,3110,319.514,13,1.1,31+ Days,19.99
2152,4334,CA-2015-112375,2015-12-21,2015-12-27,Standard Class,RD-19720,Consumer,United States,Daytona Beach,Florida,32114,South,TEC-AC-10003237,Technology,Accessories,Memorex Micro Travel Drive 4 GB,50.88,6,0.2,14.628,2015,6,RD,63.6,305.28000000000003,87.768,12.72,76.32000000000001,Standard,2864,2930.0440000000003,42,1.7,6-30 Days,50.88
